latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
10.25582,-72.7395,314.55,1.36,1.15,2025-03-11,0716,A,89,6.1NRT,289.39,23.07,N
9.4483,-67.90259,319,1.06,1.03,2025-03-11,0716,A,98,6.1NRT,293.08,17.5,N
9.4396,-67.90963,325.8,1.06,1.03,2025-03-11,0716,A,100,6.1NRT,293.2,25.46,N
9.63323,-69.24853,315.24,1,1,2025-03-11,0716,A,91,6.1NRT,293.44,12.94,N
9.35553,-69.80315,300.6,1,1,2025-03-11,0716,A,31,6.1NRT,288.77,4.93,N
9.29442,-69.69468,309.81,1,1,2025-03-11,0716,A,78,6.1NRT,293.31,8.58,N
8.89021,-68.48425,304.78,1.03,1.01,2025-03-11,0716,A,62,6.1NRT,287.53,7.37,N
8.77342,-68.08447,300.99,1.06,1.03,2025-03-11,0716,A,36,6.1NRT,285.53,5.94,N
8.97166,-69.94871,302.75,1.01,1,2025-03-11,0716,A,51,6.1NRT,290.3,4.55,N
8.73547,-68.74862,301.55,1.02,1.01,2025-03-11,0716,A,42,6.1NRT,290.83,4.35,N
8.32052,-66.43127,303.11,1.3,1.13,2025-03-11,0716,A,53,6.1NRT,287.98,7.09,N
8.81596,-69.90267,300.26,1,1,2025-03-11,0716,A,23,6.1NRT,281.76,4.65,N
8.7417,-70.02013,311.24,1.01,1,2025-03-11,0716,A,82,6.1NRT,284.82,11.27,N
8.74037,-70.01125,310.06,1.01,1,2025-03-11,0716,A,79,6.1NRT,285.54,10.24,N
8.36241,-67.99872,301.15,1.08,1.04,2025-03-11,0716,A,38,6.1NRT,284.12,5.44,N
8.31158,-67.78674,301.01,1.1,1.05,2025-03-11,0716,A,36,6.1NRT,285.15,4.99,N
8.31011,-67.77705,306.25,1.1,1.05,2025-03-11,0716,A,67,6.1NRT,285.5,8.35,N
7.96871,-67.96259,300.61,1.09,1.04,2025-03-11,0716,A,14,6.1NRT,272.43,6.53,N
7.73044,-66.79572,304.41,1.25,1.11,2025-03-11,0716,A,60,6.1NRT,268.68,12.12,N
7.63175,-68.30023,308.92,1.06,1.03,2025-03-11,0716,A,17,6.1NRT,278.33,9.51,N
7.63032,-68.29087,310.14,1.06,1.03,2025-03-11,0716,A,39,6.1NRT,277.78,10.55,N
7.6227,-68.30161,313.03,1.06,1.03,2025-03-11,0716,A,71,6.1NRT,276.33,12.99,N
7.62127,-68.29224,309.54,1.06,1.03,2025-03-11,0716,A,57,6.1NRT,273.17,10.27,N
7.38153,-68.17704,304.55,1.08,1.04,2025-03-11,0716,A,61,6.1NRT,280.53,8.6,N
7.52856,-70.12559,306.93,1,1,2025-03-11,0716,A,70,6.1NRT,273.81,10.05,N
7.24841,-69.72952,319.24,1,1,2025-03-11,0716,A,98,6.1NRT,272.6,19.28,N
6.85326,-69.56081,307.72,1,1,2025-03-11,0716,A,72,6.1NRT,291.86,8.07,N
6.54616,-67.71938,312.08,1.15,1.07,2025-03-11,0716,A,84,6.1NRT,275.69,14.19,N
6.83016,-69.95773,391.64,1,1,2025-03-11,0716,A,100,6.1NRT,285.23,205.44,N
6.82885,-69.94894,404.54,1,1,2025-03-11,0716,A,100,6.1NRT,292.92,279.2,N
6.82753,-69.94015,358.61,1,1,2025-03-11,0716,A,100,6.1NRT,287.27,81.03,N
6.82621,-69.93136,309.9,1,1,2025-03-11,0716,A,39,6.1NRT,283.85,8.38,N
6.82138,-69.95902,347.97,1,1,2025-03-11,0716,A,100,6.1NRT,281.58,56.57,N
6.82006,-69.95023,362.72,1,1,2025-03-11,0716,A,100,6.1NRT,284.27,91.75,N
6.81874,-69.94144,318.38,1,1,2025-03-11,0716,A,50,6.1NRT,281.44,14.23,N
6.80775,-69.98798,345.47,1,1,2025-03-11,0716,A,100,6.1NRT,271.45,53.08,N
6.80644,-69.97919,324.64,1,1,2025-03-11,0716,A,100,6.1NRT,272.38,21.87,N
6.79189,-70.02296,334.71,1,1,2025-03-11,0716,A,100,6.1NRT,269.14,0,N
6.74304,-69.69767,319.68,1,1,2025-03-11,0716,A,99,6.1NRT,293.3,16.72,N
6.73557,-69.70778,302.11,1,1,2025-03-11,0716,A,30,6.1NRT,291.99,3.98,N
5.9469,-69.73912,313.2,1,1,2025-03-11,0716,A,87,6.1NRT,279.78,12.18,N
5.94557,-69.73031,310.09,1.01,1,2025-03-11,0716,A,79,6.1NRT,277.91,9.67,N
5.93809,-69.74043,304.86,1,1,2025-03-11,0716,A,21,6.1NRT,283.68,6.5,N
3.32336,-72.77278,320.38,1.12,1.06,2025-03-11,0716,A,100,6.1NRT,288.9,20.8,N
3.3219,-72.76299,330.25,1.12,1.06,2025-03-11,0716,A,100,6.1NRT,289.46,33.83,N
3.31408,-72.77413,312.95,1.12,1.06,2025-03-11,0716,A,86,6.1NRT,289.02,13.17,N
3.31262,-72.76434,337.96,1.12,1.06,2025-03-11,0716,A,100,6.1NRT,289.91,46.92,N
44.46907,90.68607,302.22,1.5,1.21,2025-03-11,0820,A,51,6.1NRT,288.68,6.77,D
44.46733,90.66774,306.06,1.5,1.21,2025-03-11,0820,A,63,6.1NRT,289.54,10.81,D
44.83685,90.9586,310.37,1.57,1.24,2025-03-11,0820,A,70,6.1NRT,291.36,15.43,D
43.90221,81.42135,303.76,1.2,1.09,2025-03-11,0820,A,57,6.1NRT,287.68,6.41,D
15.84911,98.48219,322.71,1.93,1.36,2025-03-11,0811,A,53,6.1NRT,302.49,17.6,D
15.8541,98.47595,325.39,1.93,1.36,2025-03-11,0811,A,57,6.1NRT,302.97,23.72,D
15.79248,95.28398,319.47,1.17,1.08,2025-03-11,0811,A,18,6.1NRT,299.76,7.84,D
16.03356,94.89026,332.33,1.13,1.06,2025-03-11,0811,A,0,6.1NRT,307.19,22.48,D
16.04427,94.89915,339.55,1.13,1.06,2025-03-11,0811,A,66,6.1NRT,305.15,33.34,D
16.04285,94.88889,344.85,1.13,1.06,2025-03-11,0811,A,79,6.1NRT,306.78,46.24,D
16.1548,95.2392,321.08,1.18,1.08,2025-03-11,0811,A,0,6.1NRT,302.64,9.63,D
16.14904,95.19654,320.99,1.17,1.08,2025-03-11,0811,A,49,6.1NRT,302.67,8.62,D
16.10493,94.66625,328.82,1.1,1.05,2025-03-11,0811,A,0,6.1NRT,306.39,11.37,D
24.8683,94.11839,314.69,1.3,1.13,2025-03-11,0816,A,40,6.1NRT,299.49,8.92,D
16.1124,94.66963,328.36,1.11,1.05,2025-03-11,0811,A,0,6.1NRT,306.48,14.11,D
24.79394,93.50968,314.76,1.2,1.09,2025-03-11,0816,A,49,6.1NRT,296.08,12.08,D
16.54868,97.85796,338.74,1.78,1.31,2025-03-11,0811,A,71,6.1NRT,300.33,61.05,D
24.78813,93.46302,309.72,1.19,1.09,2025-03-11,0816,A,34,6.1NRT,295.74,7.32,D
16.56016,97.85648,326.97,1.78,1.31,2025-03-11,0811,A,44,6.1NRT,302.59,25.11,D
16.32405,95.97652,323.02,1.3,1.13,2025-03-11,0811,A,0,6.1NRT,298.71,10.23,D
24.78346,93.3487,320.5,1.18,1.08,2025-03-11,0816,A,65,6.1NRT,297.43,16.75,D
16.15332,94.69436,340.5,1.11,1.05,2025-03-11,0811,A,89,6.1NRT,306.17,32.41,D
16.15195,94.68429,334.21,1.11,1.05,2025-03-11,0811,A,64,6.1NRT,309.05,20.48,D
24.77731,93.2243,314.81,1.16,1.07,2025-03-11,0816,A,65,6.1NRT,297.9,10.08,D
16.1375,94.44282,326.49,1.08,1.04,2025-03-11,0811,A,72,6.1NRT,306.63,10.47,D
24.90985,94.2112,324.12,1.32,1.14,2025-03-11,0816,A,78,6.1NRT,297.86,28.24,D
24.82272,93.50616,318.47,1.2,1.09,2025-03-11,0816,A,71,6.1NRT,297.25,15.97,D
16.33816,95.60291,318.57,1.24,1.11,2025-03-11,0811,A,55,6.1NRT,293.64,13.76,D
24.82116,93.49378,318.72,1.2,1.09,2025-03-11,0816,A,72,6.1NRT,296.35,16.31,D
16.31782,94.41358,332.52,1.08,1.04,2025-03-11,0811,A,83,6.1NRT,307.1,22.18,D
16.32693,94.41222,335.21,1.08,1.04,2025-03-11,0811,A,85,6.1NRT,306.85,26.64,D
24.79934,93.32166,317.44,1.17,1.08,2025-03-11,0816,A,50,6.1NRT,296.26,13.17,D
16.33467,94.40094,331.1,1.08,1.04,2025-03-11,0811,A,60,6.1NRT,305.4,18.96,D
24.79803,93.31133,314.16,1.17,1.08,2025-03-11,0816,A,54,6.1NRT,296.26,10.45,D
24.80882,93.3204,328.16,1.17,1.08,2025-03-11,0816,A,82,6.1NRT,295.89,28.29,D
16.34516,94.40944,326.82,1.08,1.04,2025-03-11,0811,A,51,6.1NRT,305.17,13.64,D
24.80743,93.30952,327.38,1.17,1.08,2025-03-11,0816,A,81,6.1NRT,296.02,26.9,D
16.88748,98.71743,320.99,2.09,1.41,2025-03-11,0811,A,54,6.1NRT,300.87,26.59,D
16.3545,94.41138,321.89,1.09,1.04,2025-03-11,0811,A,70,6.1NRT,305.61,9.39,D
24.82717,93.38818,311.63,1.18,1.08,2025-03-11,0816,A,35,6.1NRT,296.04,7.36,D
16.37777,94.37746,319.1,1.08,1.04,2025-03-11,0811,A,64,6.1NRT,303.04,7.4,D
24.86313,93.59386,321.79,1.21,1.1,2025-03-11,0816,A,76,6.1NRT,300.63,18.14,D
24.84096,93.42026,312.68,1.19,1.08,2025-03-11,0816,A,34,6.1NRT,296.42,8.21,D
16.787,97.27353,323.98,1.62,1.25,2025-03-11,0811,A,55,6.1NRT,293.2,19.76,D
24.83821,93.39867,319.74,1.19,1.08,2025-03-11,0816,A,73,6.1NRT,296.29,15.95,D
16.47981,94.66252,324.05,1.11,1.05,2025-03-11,0811,A,0,6.1NRT,305.74,10.5,D
17.15698,98.70792,323.54,2.11,1.41,2025-03-11,0811,A,47,6.1NRT,300.84,28.5,D
24.83669,93.38692,334.03,1.18,1.08,2025-03-11,0816,A,86,6.1NRT,296.92,37.98,D
17.1547,98.68873,326.71,2.1,1.41,2025-03-11,0811,A,73,6.1NRT,301.71,38.68,D
24.87398,93.60223,345.64,1.22,1.1,2025-03-11,0816,A,93,6.1NRT,297.18,61.21,D
24.87252,93.5908,357.95,1.21,1.1,2025-03-11,0816,A,99,6.1NRT,301.08,98.96,D
17.16719,98.68809,324.75,2.1,1.41,2025-03-11,0811,A,68,6.1NRT,300.49,31.89,D
17.15866,98.70255,327.33,2.11,1.41,2025-03-11,0811,A,64,6.1NRT,300.97,39.31,D
24.87113,93.57983,318.94,1.21,1.09,2025-03-11,0816,A,42,6.1NRT,297.43,14.47,D
24.94757,94.10622,322.2,1.3,1.13,2025-03-11,0816,A,76,6.1NRT,298.19,22.35,D
16.6967,94.55611,320.69,1.11,1.05,2025-03-11,0811,A,53,6.1NRT,304.82,7.8,D
24.94595,94.09328,316.15,1.3,1.13,2025-03-11,0816,A,68,6.1NRT,297.21,14.12,D
17.24718,98.49805,325.97,2.04,1.39,2025-03-11,0811,A,65,6.1NRT,305.31,33,D
24.87198,93.51015,333.7,1.2,1.09,2025-03-11,0816,A,86,6.1NRT,296.78,40.18,D
17.27189,98.44941,324.05,2.02,1.39,2025-03-11,0811,A,49,6.1NRT,304.59,25.37,D
24.8979,93.63566,340.26,1.22,1.1,2025-03-11,0816,A,90,6.1NRT,295.58,50.63,D
17.01488,94.71912,323.41,1.13,1.06,2025-03-11,0811,A,58,6.1NRT,304.69,9.21,D
24.90268,93.64017,327.42,1.22,1.1,2025-03-11,0816,A,52,6.1NRT,292.63,25.51,D
17.31903,94.85903,326.19,1.16,1.07,2025-03-11,0811,A,72,6.1NRT,306.6,11.39,D
24.91795,93.68414,317.77,1.23,1.1,2025-03-11,0816,A,70,6.1NRT,296.34,15.02,D
17.33134,94.87888,333.04,1.16,1.07,2025-03-11,0811,A,81,6.1NRT,306.4,20.69,D
24.84665,93.11667,316.74,1.15,1.07,2025-03-11,0816,A,69,6.1NRT,298.53,10.39,D
17.61696,96.27651,325.99,1.42,1.18,2025-03-11,0811,A,30,6.1NRT,305.44,19.19,D
24.97818,94.09502,320.29,1.3,1.13,2025-03-11,0816,A,74,6.1NRT,297.64,19.71,D
17.62731,96.27508,334.3,1.42,1.18,2025-03-11,0811,A,83,6.1NRT,306.06,38.42,D
24.91763,93.60243,354.07,1.22,1.1,2025-03-11,0816,A,97,6.1NRT,300.06,87.25,D
17.44996,94.8924,323.89,1.17,1.08,2025-03-11,0811,A,28,6.1NRT,305.92,7.7,D
24.9104,93.54456,311.61,1.21,1.09,2025-03-11,0816,A,56,6.1NRT,296.32,8.43,D
17.54424,94.90433,324.2,1.17,1.08,2025-03-11,0811,A,51,6.1NRT,304.23,10.58,D
17.8911,96.75061,336.31,1.54,1.22,2025-03-11,0811,A,85,6.1NRT,307.63,37.37,D
24.90892,93.53274,315.11,1.21,1.09,2025-03-11,0816,A,66,6.1NRT,296.44,12.64,D
23.68679,85.63358,322.74,1.7,1.28,2025-03-11,0816,A,63,6.1NRT,307.04,16.79,D
17.72129,94.56503,323.97,1.13,1.06,2025-03-11,0811,A,67,6.1NRT,303.93,12.89,D
18.15597,97.6902,323.18,1.82,1.32,2025-03-11,0811,A,33,6.1NRT,302.82,21.16,D
25.04355,94.55496,311.84,1.39,1.17,2025-03-11,0816,A,59,6.1NRT,295.41,12.59,D
18.15396,97.67386,337.92,1.82,1.32,2025-03-11,0811,A,87,6.1NRT,302.82,68.67,D
24.93735,93.68182,322.8,1.23,1.1,2025-03-11,0816,A,77,6.1NRT,296.16,22.17,D
24.9286,93.61176,342.4,1.22,1.1,2025-03-11,0816,A,92,6.1NRT,296.44,55.07,D
17.75064,94.57129,324.65,1.13,1.06,2025-03-11,0811,A,63,6.1NRT,304.77,13.44,D
24.92727,93.6011,402.85,1.22,1.1,2025-03-11,0816,A,100,6.1NRT,301.26,353.09,D
17.75568,94.56483,321.97,1.13,1.06,2025-03-11,0811,A,63,6.1NRT,304.61,12.44,D
24.90403,93.4165,332.57,1.19,1.09,2025-03-11,0816,A,85,6.1NRT,294.45,35.59,D
18.1516,97.68533,328.69,1.82,1.32,2025-03-11,0811,A,79,6.1NRT,302.61,37.21,D
18.14968,97.66862,321.99,1.82,1.32,2025-03-11,0811,A,46,6.1NRT,302.35,20.37,D
24.90261,93.40531,339.71,1.19,1.08,2025-03-11,0816,A,90,6.1NRT,297.07,49.37,D
24.90114,93.39372,326.08,1.19,1.08,2025-03-11,0816,A,80,6.1NRT,296.35,25.24,D
17.83394,95.08896,325.93,1.21,1.09,2025-03-11,0811,A,57,6.1NRT,304.3,10.67,D
23.6979,85.63117,323.44,1.7,1.28,2025-03-11,0816,A,69,6.1NRT,306.93,19.17,D
18.16131,97.66737,323.48,1.82,1.32,2025-03-11,0811,A,73,6.1NRT,301.44,25.17,D
17.79528,94.50617,321.66,1.13,1.06,2025-03-11,0811,A,48,6.1NRT,303.71,10.36,D
23.69494,85.61506,321.24,1.7,1.28,2025-03-11,0816,A,60,6.1NRT,307.35,14.14,D
17.91368,95.09987,330.4,1.21,1.09,2025-03-11,0811,A,70,6.1NRT,304.66,21.44,D
17.91219,95.08874,331.6,1.21,1.09,2025-03-11,0811,A,79,6.1NRT,301.49,25.09,D
24.91908,93.45865,310.93,1.2,1.09,2025-03-11,0816,A,43,6.1NRT,294.85,8.89,D
17.84028,94.50327,326.67,1.13,1.06,2025-03-11,0811,A,0,6.1NRT,304.66,16.04,D
25.01085,94.11443,336.91,1.3,1.13,2025-03-11,0816,A,88,6.1NRT,297.91,50.61,D
17.84958,94.50189,325.1,1.13,1.06,2025-03-11,0811,A,62,6.1NRT,305.5,16.34,D
25.00937,94.1024,315.2,1.3,1.13,2025-03-11,0816,A,66,6.1NRT,297.45,13.49,D
17.86712,94.56232,318.71,1.14,1.06,2025-03-11,0811,A,48,6.1NRT,300.42,11.75,D
25.00481,94.06536,310.53,1.29,1.13,2025-03-11,0816,A,53,6.1NRT,297.05,7.28,D
18.04903,95.10193,327.95,1.22,1.1,2025-03-11,0811,A,49,6.1NRT,303.04,16.53,D
24.92863,93.45732,334.89,1.2,1.09,2025-03-11,0816,A,87,6.1NRT,294.73,40.84,D
24.92729,93.44674,352.33,1.2,1.09,2025-03-11,0816,A,96,6.1NRT,297.77,81.94,D
18.04756,95.09072,331.55,1.22,1.1,2025-03-11,0811,A,73,6.1NRT,302.54,23.2,D
18.06954,94.9619,323.39,1.2,1.09,2025-03-11,0811,A,47,6.1NRT,304.45,16.26,D
24.9099,93.31068,369.62,1.18,1.08,2025-03-11,0816,A,100,6.1NRT,300.12,140.8,D
18.59751,97.5647,326.35,1.81,1.32,2025-03-11,0813,A,71,6.1NRT,302.13,32.04,D
24.90856,93.3002,351.41,1.17,1.08,2025-03-11,0816,A,96,6.1NRT,299.88,77.52,D
24.91945,93.30975,326.3,1.18,1.08,2025-03-11,0816,A,80,6.1NRT,297.12,25.55,D
18.60845,97.5724,326.1,1.82,1.32,2025-03-11,0813,A,68,6.1NRT,301.23,32.94,D
18.47046,95.43836,335.56,1.29,1.13,2025-03-11,0813,A,84,6.1NRT,309.33,27.41,D
24.91803,93.29877,327.52,1.17,1.08,2025-03-11,0816,A,81,6.1NRT,297.83,27.21,D
25.32908,96.5722,314.27,1.92,1.35,2025-03-11,0816,A,43,6.1NRT,300.24,15.9,D
18.37771,94.44585,323.93,1.14,1.06,2025-03-11,0813,A,49,6.1NRT,305.62,11.14,D
18.44308,94.52525,334.57,1.15,1.07,2025-03-11,0813,A,82,6.1NRT,300.99,33.29,D
25.03304,94.04916,312.69,1.29,1.13,2025-03-11,0816,A,61,6.1NRT,296.49,9.8,D
18.72881,96.66705,324.52,1.57,1.23,2025-03-11,0813,A,71,6.1NRT,303.29,22.13,D
25.03153,94.03706,314.12,1.29,1.13,2025-03-11,0816,A,64,6.1NRT,296.21,11.19,D
25.00951,93.8625,314.5,1.26,1.12,2025-03-11,0816,A,46,6.1NRT,296.9,11.88,D
18.45248,94.52406,325.33,1.15,1.07,2025-03-11,0813,A,70,6.1NRT,301.38,18.66,D
18.73964,96.66555,323.13,1.57,1.23,2025-03-11,0813,A,67,6.1NRT,304.04,19.46,D
24.98234,93.64857,314.22,1.23,1.1,2025-03-11,0816,A,58,6.1NRT,294.24,11.9,D
24.91659,93.13955,314.51,1.15,1.07,2025-03-11,0816,A,63,6.1NRT,298.04,8.22,D
18.63661,95.69096,333.04,1.34,1.15,2025-03-11,0813,A,82,6.1NRT,309.88,21.69,D
24.91514,93.12848,324.62,1.15,1.07,2025-03-11,0816,A,79,6.1NRT,299.05,19.83,D
18.63468,95.68559,328.36,1.34,1.15,2025-03-11,0813,A,77,6.1NRT,310.48,12.87,D
25.11637,94.63986,308.63,1.41,1.17,2025-03-11,0816,A,38,6.1NRT,294.05,9.94,D
18.47933,94.39705,327.03,1.13,1.06,2025-03-11,0813,A,72,6.1NRT,305.5,13.63,D
24.96974,93.47423,319.16,1.2,1.09,2025-03-11,0816,A,73,6.1NRT,293.44,17.7,D
19.29107,101.34285,331.84,3.64,1.79,2025-03-11,0813,A,83,6.1NRT,297.88,156.46,D
24.94931,93.31654,324.85,1.18,1.08,2025-03-11,0816,A,79,6.1NRT,296.65,23.88,D
18.89478,97.38191,347.35,1.78,1.31,2025-03-11,0813,A,93,6.1NRT,301.02,102.36,D
25.1142,94.64951,309.04,1.41,1.18,2025-03-11,0816,A,41,6.1NRT,295.08,11.44,D
18.68098,95.56673,328.36,1.32,1.14,2025-03-11,0813,A,76,6.1NRT,308.1,15.56,D
24.97401,93.47988,316.03,1.2,1.09,2025-03-11,0816,A,69,6.1NRT,293.93,14.37,D
18.6356,95.14119,334.85,1.24,1.11,2025-03-11,0813,A,82,6.1NRT,310.67,18.38,D
25.33429,96.56639,317.19,1.92,1.35,2025-03-11,0816,A,70,6.1NRT,301.07,22.19,D
18.6341,95.12976,341.99,1.24,1.11,2025-03-11,0813,A,89,6.1NRT,311.23,35.49,D
25.04213,93.95443,314.73,1.28,1.12,2025-03-11,0816,A,35,6.1NRT,295.88,10.37,D
18.69466,95.51537,333.75,1.31,1.14,2025-03-11,0813,A,82,6.1NRT,308.47,23.09,D
25.04059,93.94178,321.78,1.28,1.12,2025-03-11,0816,A,76,6.1NRT,297.5,19.43,D
18.6931,95.50343,333,1.31,1.13,2025-03-11,0813,A,82,6.1NRT,308.68,20.76,D
24.99056,93.53452,311.19,1.21,1.09,2025-03-11,0816,A,58,6.1NRT,293.09,9.98,D
18.56864,94.56577,320.34,1.16,1.07,2025-03-11,0813,A,55,6.1NRT,303.62,11.79,D
25.05195,93.95284,364.77,1.28,1.12,2025-03-11,0816,A,100,6.1NRT,296.58,133.71,D
19.38845,101.36379,331.1,3.66,1.79,2025-03-11,0813,A,40,6.1NRT,297.47,131.49,D
25.05044,93.94044,433.61,1.28,1.12,2025-03-11,0816,A,100,6.1NRT,309.41,736.77,D
18.55949,94.42767,323.15,1.14,1.06,2025-03-11,0813,A,31,6.1NRT,304.48,11.41,D
25.04895,93.92828,319.7,1.27,1.12,2025-03-11,0816,A,54,6.1NRT,296.77,15.73,D
18.56694,94.4305,320.08,1.14,1.06,2025-03-11,0813,A,46,6.1NRT,302.7,10.25,D
18.78369,95.64507,327.62,1.34,1.15,2025-03-11,0813,A,61,6.1NRT,309.23,10.46,D
25.03934,93.84972,316.07,1.26,1.12,2025-03-11,0816,A,44,6.1NRT,293.24,14.74,D
25.02517,93.73451,327.36,1.24,1.11,2025-03-11,0816,A,82,6.1NRT,295.84,31.45,D
18.81136,95.78042,339.19,1.37,1.16,2025-03-11,0813,A,87,6.1NRT,307.61,46.07,D
25.00624,93.58189,333.84,1.22,1.1,2025-03-11,0816,A,87,6.1NRT,298.04,40.21,D
18.80975,95.76793,346.15,1.36,1.16,2025-03-11,0813,A,92,6.1NRT,306.93,64.16,D
25.00478,93.57024,311.85,1.22,1.1,2025-03-11,0816,A,52,6.1NRT,296.59,9.34,D
18.82151,95.77889,346.02,1.37,1.16,2025-03-11,0813,A,92,6.1NRT,309.29,64.66,D
24.94764,93.11777,321.04,1.15,1.07,2025-03-11,0816,A,75,6.1NRT,298.4,16.25,D
18.81991,95.76646,353.31,1.36,1.16,2025-03-11,0813,A,96,6.1NRT,307.55,87.17,D
25.04781,93.8377,326,1.26,1.11,2025-03-11,0816,A,81,6.1NRT,294.68,28.1,D
18.83681,95.66968,329.26,1.35,1.15,2025-03-11,0813,A,72,6.1NRT,309.73,14.92,D
25.04648,93.82696,346.29,1.26,1.11,2025-03-11,0816,A,88,6.1NRT,295.35,70.42,D
19.06996,97.21877,320.27,1.74,1.29,2025-03-11,0813,A,47,6.1NRT,305.24,9.48,D
25.03473,93.73197,308.69,1.24,1.11,2025-03-11,0816,A,27,6.1NRT,291.19,7.54,D
18.91397,95.70947,335.29,1.36,1.15,2025-03-11,0813,A,84,6.1NRT,308.89,26.47,D
18.91235,95.69702,339.31,1.35,1.15,2025-03-11,0813,A,87,6.1NRT,309.35,36.34,D
24.99256,93.39525,312.24,1.19,1.09,2025-03-11,0816,A,45,6.1NRT,294.28,8.11,D
24.99124,93.38473,386.23,1.19,1.08,2025-03-11,0816,A,100,6.1NRT,299.51,226.41,D
18.91294,95.70282,342.14,1.36,1.15,2025-03-11,0813,A,90,6.1NRT,309.56,44.32,D
24.98991,93.37424,362.49,1.19,1.08,2025-03-11,0816,A,100,6.1NRT,297.9,113.73,D
18.92152,95.6889,346.08,1.35,1.15,2025-03-11,0813,A,92,6.1NRT,310.37,55.23,D
25.011,93.46413,352.33,1.2,1.09,2025-03-11,0816,A,96,6.1NRT,298.75,83.42,D
18.8217,94.74986,321.03,1.19,1.09,2025-03-11,0813,A,46,6.1NRT,304.72,11.65,D
25.00356,93.40547,353.02,1.19,1.09,2025-03-11,0816,A,97,6.1NRT,295.17,83.54,D
18.82023,94.73869,321.3,1.19,1.08,2025-03-11,0813,A,51,6.1NRT,302.82,13.06,D
25.00217,93.39445,361.01,1.19,1.09,2025-03-11,0816,A,100,6.1NRT,297.26,109.14,D
18.95976,95.74701,328.7,1.37,1.16,2025-03-11,0813,A,77,6.1NRT,307.69,19.65,D
25.00084,93.38391,355.2,1.19,1.08,2025-03-11,0816,A,98,6.1NRT,297.6,89.66,D
18.95816,95.73433,336.18,1.36,1.16,2025-03-11,0813,A,85,6.1NRT,309.12,34.67,D
24.97784,93.20377,312.32,1.16,1.07,2025-03-11,0816,A,59,6.1NRT,296.33,7.67,D
19.01412,95.61913,335.34,1.34,1.15,2025-03-11,0813,A,84,6.1NRT,309.33,25.69,D
25.15022,94.42683,312.01,1.37,1.16,2025-03-11,0816,A,61,6.1NRT,298.51,10.03,D
19.02423,95.61787,347.9,1.34,1.15,2025-03-11,0813,A,93,6.1NRT,308.48,59.01,D
25.10876,94.00654,309.23,1.29,1.13,2025-03-11,0816,A,49,6.1NRT,297.1,7.51,D
19.02269,95.60562,333.79,1.34,1.15,2025-03-11,0813,A,82,6.1NRT,310.11,21.11,D
19.03432,95.61646,343.46,1.34,1.15,2025-03-11,0813,A,90,6.1NRT,308.43,47.41,D
25.08547,93.82084,400.16,1.26,1.11,2025-03-11,0816,A,100,6.1NRT,303.06,348.79,D
25.08414,93.8101,384.91,1.25,1.11,2025-03-11,0816,A,100,6.1NRT,303.32,236.8,D
19.03276,95.60412,342.88,1.34,1.15,2025-03-11,0813,A,90,6.1NRT,311.26,44.99,D
25.01193,93.24421,318.69,1.17,1.08,2025-03-11,0816,A,73,6.1NRT,296.56,15.07,D
19.06873,95.72525,328.4,1.37,1.16,2025-03-11,0813,A,76,6.1NRT,306.93,21.32,D
25.01045,93.23279,378.97,1.17,1.08,2025-03-11,0816,A,100,6.1NRT,305.97,181.62,D
19.07894,95.72409,343.24,1.37,1.16,2025-03-11,0813,A,90,6.1NRT,305.43,55.27,D
25.00899,93.22156,329.52,1.17,1.08,2025-03-11,0816,A,83,6.1NRT,298.25,28.31,D
19.07732,95.71147,364.9,1.36,1.16,2025-03-11,0813,A,100,6.1NRT,309.01,136.6,D
23.81283,85.50045,321.64,1.73,1.29,2025-03-11,0816,A,65,6.1NRT,309.02,15.72,D
18.80543,93.60303,318.87,1.06,1.03,2025-03-11,0813,A,35,6.1NRT,299.32,6.37,D
19.10343,95.6757,348.68,1.36,1.15,2025-03-11,0813,A,94,6.1NRT,309.25,67.75,D
25.17499,94.46062,309.86,1.37,1.16,2025-03-11,0816,A,40,6.1NRT,295.1,7.51,D
19.10189,95.66325,358.48,1.36,1.15,2025-03-11,0813,A,99,6.1NRT,310.86,101.01,D
25.0714,93.63142,309.13,1.23,1.1,2025-03-11,0816,A,24,6.1NRT,295.47,6.74,D
19.11356,95.67416,336.74,1.36,1.15,2025-03-11,0813,A,59,6.1NRT,309.62,35.3,D
25.04043,93.38982,313.66,1.19,1.09,2025-03-11,0816,A,64,6.1NRT,295.5,10.92,D
19.11201,95.66176,339.07,1.36,1.15,2025-03-11,0813,A,75,6.1NRT,309.96,38.45,D
25.03899,93.37864,330.75,1.19,1.08,2025-03-11,0816,A,84,6.1NRT,296.38,33.5,D
25.05884,93.45704,333.09,1.2,1.09,2025-03-11,0816,A,86,6.1NRT,298.83,37.02,D
19.10892,95.63692,355.36,1.35,1.15,2025-03-11,0813,A,97,6.1NRT,309.37,90.34,D
19.11904,95.63557,352.76,1.35,1.15,2025-03-11,0813,A,96,6.1NRT,304.69,79.5,D
25.05721,93.44461,331.2,1.2,1.09,2025-03-11,0816,A,85,6.1NRT,296.21,33.61,D
25.06428,93.46115,327.93,1.2,1.09,2025-03-11,0816,A,63,6.1NRT,297.35,27.08,D
19.74839,100.5969,321.93,3.23,1.7,2025-03-11,0813,A,63,6.1NRT,297.69,54.24,D
